Total opened bugs before testing,Total opened bugs,Bug that was reported during last 24h ( last day),Backend bugs,Frontend bugs,Other bugs,Priority. Low,Priority. Normal,Priority. High,Priority. Urgent,Priority. Now,Fixed bugs,Resolved during last 24h,Unversioned bugs
15,28,8,19,8,1,0,22,3,3,0,11,24,33
